order_id,order_date,order_year,order_month,order_day,order_hour,order_minute,order_second,is_weekend,order_status,return_reason,customer_id,customer_name,gender,age,customer_segment,country,city,customer_loyalty_score,total_orders_by_customer,account_creation_date,product_id,product_name,category,sub_category,brand,product_rating_avg,product_reviews_count,stock_quantity,unit_price_usd,quantity,discount_percent,discount_amount_usd,total_price_usd,cost_usd,profit_usd,tax_usd,currency,payment_method,payment_status,installment_plan,shipping_method,shipping_cost_usd,delivery_days,shipping_country,warehouse_location,delivery_status,rating,review_sentiment,customer_feedback,coupon_used,coupon_code,campaign_source,device_type,traffic_source,session_duration_minutes,pages_visited,abandoned_cart_before,fraud_risk_score,profit_margin_percent,order_priority,support_ticket_created
ORD-A5P2N,2025-07-12 07:41:21.487848,2025,7,12,7,41,21,Yes,Returned,Wrong Item,CUS-VRWRK,Deanna Dixon,Female,53,Regular,Netherlands,Eindhoven,22.1,5,2024-03-29,PRD-YJNU,Sports Bra High Impact,Clothing,Kids Wear,HP,4.3,2528,227,111.37,3,20,66.82,267.29,192.21,75.08,22.34,USD,PayPal,Paid,No,Next Day,13.74,1,Netherlands,USA-West,Delivered,2,Negative,Could be better,No,,Instagram,Tablet,Social,31.5,1,No,84.0,28.09,Low,Yes
ORD-XVMMG,2025-12-11 07:06:30.770614,2025,12,11,7,6,30,No,Cancelled,,CUS-6M9AJ,Hannah Jones,Female,74,Regular,France,Lyon,59.3,20,2024-09-21,PRD-KNJC,Vacuum Robot Cleaner,Home,Bedding,Baseus,3.1,1469,60,150.62,3,0,0.0,451.86,211.02,240.84,33.03,USD,PayPal,Paid,Yes,Next Day,18.55,5,France,Asia-Pacific,Delivered,1,Negative,,Yes,CPN-IEP,Organic,Mobile,Email,46.2,20,Yes,11.2,53.3,Low,Yes
ORD-WGCGL,2026-01-28 09:29:10.282727,2026,1,28,9,29,10,No,Completed,,CUS-9LVAA,Amy Moore,Female,73,Regular,Spain,Barcelona,94.6,22,2024-11-02,PRD-S9F9,Treadmill Folding,Sports,Accessories,Huawei,4.7,113,311,83.35,4,5,16.67,316.73,221.32,95.41,23.36,USD,Apple Pay,Paid,No,Economy,12.7,2,Spain,EU-Central,Pending,1,Negative,Average quality,No,,Affiliate,Mobile,Direct,30.7,8,No,53.7,30.12,Medium,Yes
ORD-HAFKF,2025-06-12 18:21:01.447187,2025,6,12,18,21,1,No,Completed,,CUS-OOZUS,Jennifer Price,Female,46,Regular,Spain,Valencia,41.1,14,2024-10-15,PRD-2VKB,Vacuum Robot Cleaner,Home,Decor,Samsung,3.5,3345,554,265.06,2,20,106.02,424.1,253.64,170.46,36.84,USD,Apple Pay,Paid,Yes,Economy,6.13,10,Spain,EU-Central,Delivered,4,Positive,,Yes,CPN-8UQ,Email,Tablet,Direct,47.9,15,No,40.1,40.19,High,Yes
ORD-TU1Y2,2024-09-09 09:21:45.128560,2024,9,9,9,21,45,No,Cancelled,,CUS-752BP,Crystal Dean,Female,62,Regular,United Kingdom,Glasgow,79.8,40,2022-08-07,PRD-84UG,Smart Watch Series 8,Electronics,Cameras,Logitech,3.5,725,989,46.84,2,0,0.0,93.68,39.84,53.84,6.76,USD,Credit Card,Failed,No,Next Day,19.07,12,United Kingdom,Asia-Pacific,In Transit,5,Positive,Fast delivery,No,,Instagram,Desktop,Email,17.0,18,Yes,73.6,57.47,Medium,No
ORD-Y9I7R,2024-09-14 04:21:51.488891,2024,9,14,4,21,51,Yes,Completed,,CUS-B5XSX,Robert Brewer,Male,59,Regular,Belgium,Ghent,2.7,9,2024-09-13,PRD-WA9T,Yoga Pants Leggings,Clothing,Womens Wear,JBL,3.2,368,362,50.71,1,0,0.0,50.71,34.57,16.14,4.3,USD,Bank Transfer,Paid,No,Next Day,15.27,14,Belgium,EU-Central,Delivered,3,Neutral,,No,,Email,Mobile,Social,31.6,7,No,76.8,31.83,Medium,No
ORD-P0RTX,2024-03-01 23:38:57.545060,2024,3,1,23,38,57,No,Processing,,CUS-ZZD1W,Dennis Miller,Male,34,Regular,United Kingdom,Leeds,94.4,12,2022-07-10,PRD-QXSR,Badminton Racket,Sports,Sports Wear,Nike,3.6,3976,585,16.25,1,15,2.44,13.81,7.53,6.28,0.89,USD,Apple Pay,Paid,No,Standard,13.2,2,United Kingdom,Asia-Pacific,Delivered,5,Positive,Fast delivery,Yes,CPN-JXZ,Facebook,Desktop,Search,39.4,19,Yes,42.0,45.47,Low,Yes
ORD-6YKQU,2025-11-04 10:23:55.605219,2025,11,4,10,23,55,No,Cancelled,,CUS-DBCIQ,Jodi Fields,Female,68,Premium,Australia,Brisbane,69.8,11,2023-10-20,PRD-FMSG,Bedsheet Set Cotton,Home,Appliances,Adidas,3.5,3664,601,55.18,5,5,13.79,262.11,149.9,112.21,25.04,USD,Apple Pay,Pending,Yes,Economy,16.59,14,Australia,USA-East,Delivered,2,Negative,Excellent!,Yes,CPN-2CU,Instagram,Desktop,Social,42.1,10,No,58.2,42.81,High,Yes
ORD-W04P8,2025-01-20 10:55:31.909182,2025,1,20,10,55,31,No,Cancelled,,CUS-DP6Q7,David Johnson,Male,60,Regular,Belgium,Brussels,89.5,50,2024-10-09,PRD-LCPW,Tennis Balls Pack,Sports,Sports Wear,Logitech,3.3,2245,245,19.28,4,5,3.86,73.26,37.88,35.38,4.39,USD,Debit Card,Pending,No,Economy,8.91,5,Belgium,EU-Central,Delivered,5,Positive,,Yes,CPN-ZM0,Organic,Desktop,Search,56.1,17,Yes,70.2,48.29,Medium,No
ORD-EK7WV,2025-06-22 03:34:32.271777,2025,6,22,3,34,32,Yes,Completed,,CUS-B3Q2S,Teresa Nelson,Female,69,Regular,Italy,Florence,63.5,8,2023-11-10,PRD-M08F,4K Webcam Pro,Electronics,Tablets,Canon,4.9,1171,310,402.17,1,5,20.11,382.06,210.33,171.73,23.97,USD,Apple Pay,Paid,No,Express,18.17,14,Italy,EU-Central,In Transit,2,Negative,Not satisfied,No,,Affiliate,Mobile,Referral,50.6,8,Yes,3.6,44.95,Low,No
ORD-FQWJ5,2025-08-09 13:52:19.387399,2025,8,9,13,52,19,Yes,Completed,,CUS-BWSA4,Michael Walker,Male,38,Regular,Germany,Hamburg,8.3,42,2024-03-02,PRD-2WRV,Bedsheet Set Cotton,Home,Appliances,Anker,3.8,4544,380,87.01,2,10,17.4,156.62,88.02,68.6,10.62,USD,Bank Transfer,Paid,Yes,Next Day,20.41,11,Germany,USA-East,In Transit,2,Negative,Average quality,Yes,CPN-CZY,Affiliate,Desktop,Referral,20.4,20,Yes,78.0,43.8,Medium,No
ORD-12CZY,2024-04-11 09:45:41.876962,2024,4,11,9,45,41,No,Completed,,CUS-ELRVR,Tracy Le,Female,46,Regular,Belgium,Ghent,38.3,32,2024-03-18,PRD-X217,Gaming Mechanical Keyboard RGB,Electronics,Audio,Lenovo,3.5,3762,662,139.44,5,25,174.3,522.9,286.95,235.95,26.78,USD,PayPal,Paid,No,Express,22.63,3,Belgium,Asia-Pacific,Delivered,1,Negative,,No,,Email,Mobile,Email,48.1,20,No,89.3,45.12,High,Yes
ORD-MQA4S,2024-04-07 07:44:00.759224,2024,4,7,7,44,0,Yes,Completed,,CUS-0NPBA,Christopher Hawkins,Male,27,Regular,Netherlands,Amsterdam,34.1,50,2021-04-17,PRD-9CYD,Hooded Sweatshirt,Clothing,Mens Wear,Sony,3.6,515,65,34.7,5,0,0.0,173.5,70.4,103.1,9.92,USD,Apple Pay,Paid,No,Economy,10.88,12,Netherlands,UK,In Transit,2,Negative,Fast delivery,No,,Affiliate,Tablet,Social,36.3,15,No,40.2,59.42,Medium,No
ORD-Z3P81,2025-03-08 12:55:21.891866,2025,3,8,12,55,21,Yes,Processing,,CUS-OCK0D,Tyler Davis,Male,21,Regular,Italy,Florence,55.6,21,2025-01-10,PRD-FUJN,Digital Blood Pressure Monitor,Health,Personal Care,Nikon,4.2,4730,414,146.87,5,5,36.72,697.63,456.95,240.68,35.31,USD,Credit Card,Paid,Yes,Standard,24.45,3,Italy,EU-Central,Delivered,1,Negative,Not satisfied,Yes,CPN-IID,Organic,Mobile,Social,28.9,9,Yes,81.5,34.5,Low,Yes
ORD-7JYBM,2024-02-06 23:26:04.035608,2024,2,6,23,26,4,No,Completed,,CUS-H5UWH,Michelle Salazar,Female,57,Regular,United Kingdom,Leeds,16.9,16,2023-05-28,PRD-HBY0,4K Webcam Pro,Electronics,Laptops,Xiaomi,3.7,620,224,399.93,1,0,0.0,399.93,274.86,125.07,23.0,USD,Credit Card,Paid,No,Express,23.13,2,United Kingdom,EU-Central,Delivered,4,Positive,Not satisfied,No,,Organic,Desktop,Social,35.6,5,Yes,93.8,31.27,Medium,No
ORD-15FAW,2024-07-10 02:55:00.007642,2024,7,10,2,55,0,No,Completed,,CUS-7P38Y,Nathan Williams,Male,35,Regular,United Kingdom,Birmingham,34.6,30,2022-05-28,PRD-EZXG,Screen Protector Tempered Glass,Electronics,Audio,Sony,4.0,804,91,76.85,2,5,7.68,146.02,72.84,73.18,13.36,USD,Bank Transfer,Paid,No,Economy,18.8,6,United Kingdom,USA-East,Delivered,1,Negative,Great product!,Yes,CPN-N7S,Organic,Mobile,Direct,31.8,3,No,6.3,50.12,Low,No
ORD-PHM8M,2025-05-19 18:41:19.881991,2025,5,19,18,41,19,No,Processing,,CUS-90GEP,Ashley Flores,Female,35,Regular,Canada,Ottawa,77.2,21,2023-02-27,PRD-EQDI,Gaming Mechanical Keyboard RGB,Electronics,Laptops,GoPro,3.9,3100,974,287.41,3,15,129.33,732.9,533.25,199.65,47.26,USD,Debit Card,Paid,No,Economy,7.95,10,Canada,UK,Failed,5,Positive,Average quality,Yes,CPN-N2J,Email,Desktop,Direct,41.5,14,No,11.0,27.24,Low,No
ORD-JQRFK,2025-02-20 13:50:05.793141,2025,2,20,13,50,5,No,Completed,,CUS-VFQG6,Gary Meyer,Male,49,Premium,Australia,Melbourne,40.4,20,2021-09-02,PRD-EXE2,Bedsheet Set Cotton,Home,Decor,Fitbit,4.1,3939,26,83.83,3,15,37.72,213.77,146.85000000000002,66.92,12.77,USD,PayPal,Paid,No,Economy,3.95,8,Australia,EU-Central,Delivered,2,Negative,,Yes,CPN-IK3,Google Ads,Desktop,Social,52.1,19,No,2.6,31.3,High,Yes
ORD-CNLIS,2024-05-09 07:48:20.787014,2024,5,9,7,48,20,No,Completed,,CUS-Z06FF,David Roy,Male,25,Premium,United Kingdom,Birmingham,97.7,25,2022-03-05,PRD-W0ZG,Phone Case Shockproof,Electronics,Audio,Anker,4.0,2083,164,334.0,5,0,0.0,1670.0,777.5,892.5,91.78,USD,Credit Card,Paid,No,Next Day,7.01,12,United Kingdom,EU-Central,Delivered,2,Negative,Great product!,Yes,CPN-5AQ,Facebook,Mobile,Email,22.9,10,Yes,73.1,53.44,Low,Yes
ORD-8GNYT,2024-08-02 02:27:37.668638,2024,8,2,2,27,37,No,Completed,,CUS-EFYGQ,Nicole Sanders MD,Female,48,Regular,Germany,Cologne,97.1,45,2021-08-29,PRD-4KKB,Digital Thermometer,Health,Medical Devices,Lenovo,4.0,2020,174,116.02,1,0,0.0,116.02,47.55,68.47,9.25,USD,Credit Card,Paid,Yes,Express,9.6,5,Germany,Asia-Pacific,Pending,1,Negative,Could be better,Yes,CPN-W3E,Email,Tablet,Social,55.6,13,Yes,49.9,59.02,High,No
ORD-CL0PK,2025-03-02 21:11:13.881917,2025,3,2,21,11,13,Yes,Completed,,CUS-93XMO,Julie Hughes,Female,21,Premium,United Kingdom,Glasgow,44.1,4,2023-01-07,PRD-1WWO,Wireless Bluetooth Earbuds,Electronics,Accessories,Asus,3.5,1161,483,437.05,1,0,0.0,437.05,247.58,189.47,33.02,USD,PayPal,Paid,Yes,Economy,15.83,12,United Kingdom,USA-East,Delivered,2,Negative,Excellent!,No,,Affiliate,Desktop,Referral,55.0,6,No,99.8,43.35,Low,Yes
ORD-KD0FE,2025-03-22 23:17:27.561811,2025,3,22,23,17,27,Yes,Pending,,CUS-YQ4WG,Stephen Lynch,Male,68,Premium,Spain,Seville,45.5,24,2022-04-11,PRD-YPYJ,Protein Shaker Bottle,Health,Personal Care,Fitbit,3.7,416,866,43.53,2,5,4.35,82.71,43.62,39.09,5.32,USD,Apple Pay,Pending,No,Express,15.8,12,Spain,Asia-Pacific,Delivered,2,Negative,Great product!,Yes,CPN-2UA,Facebook,Tablet,Social,15.9,1,No,62.8,47.26,High,Yes
ORD-NT6HB,2025-08-27 17:11:11.280988,2025,8,27,17,11,11,No,Returned,Defective Product,CUS-R0V5X,Deborah Stephens,Female,18,Regular,Belgium,Antwerp,92.1,31,2021-02-22,PRD-FRQX,Denim Jeans Slim Fit,Clothing,Accessories,Sony,3.9,4781,990,33.23,2,25,16.61,49.85,31.82,18.03,3.84,USD,Debit Card,Paid,No,Next Day,6.71,7,Belgium,EU-Central,Delivered,2,Negative,Could be better,Yes,CPN-PAC,Instagram,Tablet,Referral,43.0,12,No,21.0,36.17,Medium,Yes
ORD-PZXZR,2025-04-14 00:55:52.613323,2025,4,14,0,55,52,No,Pending,,CUS-FGOIK,Jay Gallagher,Male,69,Premium,Spain,Valencia,54.7,26,2025-03-05,PRD-GICB,Running Shoes Air Zoom,Clothing,Womens Wear,JBL,3.1,945,955,87.64,1,5,4.38,83.26,36.65,46.61,6.67,USD,Credit Card,Paid,No,Economy,18.49,14,Spain,Asia-Pacific,Delivered,5,Positive,Excellent!,No,,Organic,Tablet,Email,44.9,5,Yes,40.7,55.98,High,Yes
ORD-NEI6M,2025-10-31 15:17:30.787142,2025,10,31,15,17,30,No,Completed,,CUS-F3R90,Darlene Gonzales,Female,26,Regular,Spain,Valencia,68.0,8,2022-07-04,PRD-W4T4,Phone Case Shockproof,Electronics,Tablets,Adidas,3.5,62,729,37.47,2,15,11.24,63.7,33.84,29.86,4.86,USD,Apple Pay,Paid,No,Express,23.5,10,Spain,Asia-Pacific,In Transit,5,Positive,Fast delivery,No,,Email,Mobile,Social,8.3,11,No,25.3,46.88,High,Yes
ORD-QCDZ1,2025-01-17 13:51:22.131651,2025,1,17,13,51,22,No,Completed,,CUS-K40UH,Rhonda Strickland,Female,70,VIP,Australia,Sydney,83.3,14,2023-11-28,PRD-MIAT,Sports Bra High Impact,Clothing,Mens Wear,GoPro,3.8,356,993,65.12,1,0,0.0,65.12,39.85,25.27,4.07,USD,Apple Pay,Paid,No,Express,18.54,5,Australia,USA-West,Delivered,3,Neutral,Could be better,Yes,CPN-GJR,Google Ads,Desktop,Direct,46.5,5,Yes,88.9,38.81,Medium,No
ORD-G0LQR,2025-09-08 06:15:04.144074,2025,9,8,6,15,4,No,Completed,,CUS-7YJYB,Destiny Morrow,Female,59,Regular,Spain,Seville,68.9,4,2024-04-07,PRD-0TFG,Bedsheet Set Cotton,Home,Furniture,Dell,3.1,1779,95,296.02,3,25,222.01,666.05,364.29,301.76,57.59,USD,Debit Card,Paid,Yes,Standard,23.07,1,Spain,UK,Delivered,2,Negative,Great product!,Yes,CPN-SJC,Google Ads,Mobile,Search,7.2,16,No,27.7,45.31,Medium,No
ORD-OFEBI,2025-11-24 23:55:10.767047,2025,11,24,23,55,10,No,Completed,,CUS-D2ZUO,Nathan Williams,Male,55,Premium,France,Paris,52.2,40,2021-12-29,PRD-I8OM,Phone Case Shockproof,Electronics,Accessories,Anker,4.4,3099,6,141.63,2,10,28.33,254.93,197.72,57.21,16.78,USD,PayPal,Paid,Yes,Express,0.51,5,France,USA-West,Delivered,4,Positive,Highly recommended,No,,Email,Desktop,Referral,31.0,5,Yes,32.2,22.44,High,No
ORD-LPZQG,2024-11-16 00:50:24.018126,2024,11,16,0,50,24,Yes,Cancelled,,CUS-7M91D,Joel Valencia,Male,32,Regular,United States,Houston,57.8,41,2023-06-21,PRD-VLOL,Gaming Mechanical Keyboard RGB,Electronics,Audio,Adidas,4.9,484,57,15.84,2,0,0.0,31.68,18.36,13.32,2.58,USD,PayPal,Pending,No,Express,12.05,11,United States,EU-Central,Pending,4,Positive,Average quality,Yes,CPN-KRR,Affiliate,Mobile,Referral,9.4,8,Yes,86.2,42.05,Medium,Yes
ORD-BOJTV,2025-01-01 06:22:33.071153,2025,1,1,6,22,33,No,Completed,,CUS-WTX5R,Ian Anderson,Male,71,Regular,United States,Houston,77.7,6,2023-11-18,PRD-N1O3,Exercise Ball,Sports,Outdoor,Samsung,3.2,2786,881,143.22,2,0,0.0,286.44,122.14,164.3,21.86,USD,Debit Card,Paid,No,Express,23.28,13,United States,EU-Central,In Transit,4,Positive,Highly recommended,Yes,CPN-5WH,Affiliate,Mobile,Social,48.5,10,No,61.7,57.36,Low,Yes
ORD-N0RKE,2025-01-21 00:01:32.553475,2025,1,21,0,1,32,No,Returned,Not As Described,CUS-HXQ9L,Alan Thomas,Male,22,Regular,France,Lyon,54.0,24,2024-09-01,PRD-3TEJ,Treadmill Folding,Sports,Accessories,Samsung,3.9,3834,25,161.17,4,0,0.0,644.68,299.12,345.56,41.01,USD,Apple Pay,Paid,Yes,Economy,11.35,3,France,USA-West,Delivered,5,Positive,,Yes,CPN-C00,Email,Tablet,Search,17.3,16,No,74.6,53.6,Low,No
ORD-EZ0Q5,2024-02-08 03:22:42.048210,2024,2,8,3,22,42,No,Completed,,CUS-R3R21,Joshua Hanson,Male,21,Premium,United Kingdom,Glasgow,42.1,18,2022-10-30,PRD-YR6C,Blender 1000W,Home,Kitchen,Xiaomi,4.3,4168,202,275.56,5,15,206.67,1171.13,938.65,232.48,66.07,USD,PayPal,Paid,No,Economy,17.02,4,United Kingdom,UK,Delivered,1,Negative,Excellent!,No,,Email,Desktop,Search,47.7,17,No,73.8,19.85,Medium,Yes
ORD-BMS3Y,2024-04-16 21:39:04.307630,2024,4,16,21,39,4,No,Completed,,CUS-KXRKX,Nicholas Hawkins,Male,58,Regular,Italy,Turin,90.7,31,2022-07-18,PRD-F8X0,Coffee Maker Automatic,Home,Bedding,Apple,3.7,4147,146,38.31,5,20,38.31,153.24,128.65,24.59,9.52,USD,Credit Card,Paid,Yes,Next Day,14.11,5,Italy,USA-West,Delivered,3,Neutral,Average quality,Yes,CPN-F6P,Email,Desktop,Social,50.4,6,Yes,87.4,16.05,Low,No
ORD-B7608,2025-01-07 03:49:43.296980,2025,1,7,3,49,43,No,Completed,,CUS-CL88R,Luis Farmer,Male,48,Regular,Netherlands,Amsterdam,64.9,41,2022-01-02,PRD-HWNI,Vacuum Robot Cleaner,Home,Furniture,Sony,3.3,4274,581,95.83,4,0,0.0,383.32,240.08,143.24,24.85,USD,Credit Card,Paid,No,Economy,2.65,11,Netherlands,Asia-Pacific,Pending,5,Positive,Highly recommended,Yes,CPN-Y4N,Organic,Tablet,Direct,3.1,14,Yes,44.2,37.37,Medium,Yes
ORD-BDVOZ,2025-10-06 10:33:49.003921,2025,10,6,10,33,49,No,Completed,,CUS-KLHYY,Charles Rogers,Male,34,Premium,Netherlands,Rotterdam,51.3,37,2024-01-08,PRD-OVVE,Vitamin C Tablets,Health,Supplements,Samsung,3.9,223,466,22.54,3,0,0.0,67.62,41.07,26.55,6.29,USD,Credit Card,Paid,No,Standard,18.71,10,Netherlands,Asia-Pacific,Delivered,3,Neutral,,No,,Instagram,Desktop,Search,44.0,10,No,36.3,39.26,Low,No
ORD-XWVDY,2024-06-08 12:37:52.365588,2024,6,8,12,37,52,Yes,Completed,,CUS-LIDOT,Robert Hughes,Male,27,Premium,Canada,Calgary,92.4,17,2023-02-09,PRD-1JFH,USB Hub 7-Port,Electronics,Smartphones,Philips,4.0,2810,227,352.43,4,15,211.46,1198.26,876.36,321.9,106.18,USD,Bank Transfer,Paid,No,Economy,16.31,12,Canada,EU-Central,Delivered,3,Neutral,Good value for money,No,,Email,Desktop,Social,51.6,3,No,86.5,26.86,Medium,Yes
ORD-W3T5Y,2025-01-16 00:09:24.754326,2025,1,16,0,9,24,No,Completed,,CUS-BL141,Katherine Day DVM,Female,66,VIP,Belgium,Bruges,79.9,12,2023-05-24,PRD-YJCJ,Vitamin C Tablets,Health,Personal Care,Canon,3.5,4664,959,109.01,3,20,65.41,261.62,193.26,68.36,20.97,USD,Credit Card,Paid,No,Next Day,15.61,8,Belgium,USA-East,Delivered,4,Positive,,Yes,CPN-9HY,Organic,Mobile,Referral,53.8,16,Yes,3.2,26.13,Medium,No
ORD-HZK2D,2025-12-22 18:09:53.561375,2025,12,22,18,9,53,No,Pending,,CUS-W1JVU,Tammy Pierce,Female,36,Regular,Italy,Florence,3.2,25,2022-11-18,PRD-K8R4,Laptop Backpack Waterproof,Electronics,Cameras,Sony,4.2,3746,459,479.89,4,5,95.98,1823.58,1209.28,614.3,120.19,USD,Bank Transfer,Failed,Yes,Standard,11.65,10,Italy,USA-East,Delivered,2,Negative,Average quality,No,,Google Ads,Tablet,Search,27.9,13,Yes,9.1,33.69,Medium,No
ORD-1LJTS,2024-06-28 14:18:50.493374,2024,6,28,14,18,50,No,Completed,,CUS-OOHSE,Kimberly Brooks,Female,41,Regular,Germany,Cologne,50.7,11,2021-09-23,PRD-ZSLH,Bedsheet Set Cotton,Home,Appliances,Lenovo,3.3,1882,59,178.24,3,15,80.21,454.51,241.17,213.34,35.94,USD,PayPal,Paid,Yes,Economy,0.87,13,Germany,Asia-Pacific,Delivered,2,Negative,Great product!,No,,Google Ads,Tablet,Search,9.7,2,No,20.1,46.94,Low,No
ORD-FLQ1B,2024-11-11 05:59:14.834769,2024,11,11,5,59,14,No,Completed,,CUS-4LVKL,Heather Baker,Female,19,Regular,Australia,Perth,88.5,42,2022-11-25,PRD-DAEG,Protein Shaker Bottle,Health,Supplements,HP,4.6,3749,261,185.33,4,15,111.2,630.12,444.96,185.16,42.84,USD,Bank Transfer,Paid,Yes,Express,9.29,6,Australia,EU-Central,Failed,5,Positive,Excellent!,No,,Instagram,Mobile,Referral,35.0,2,Yes,6.3,29.38,Low,No
ORD-NYKYI,2024-08-30 22:35:32.716184,2024,8,30,22,35,32,No,Completed,,CUS-8UNG1,Kathryn King,Female,46,Premium,Germany,Berlin,61.4,43,2024-07-13,PRD-QWNM,Jump Rope Speed,Sports,Gym Equipment,JBL,3.9,4914,125,209.11,2,15,62.73,355.49,250.12,105.37,24.3,USD,Credit Card,Paid,No,Next Day,3.59,8,Germany,Asia-Pacific,In Transit,3,Neutral,Not satisfied,No,,Affiliate,Desktop,Search,25.2,1,Yes,67.0,29.64,Medium,Yes
ORD-4FFVS,2024-02-06 09:24:22.435762,2024,2,6,9,24,22,No,Completed,,CUS-50QGN,Cassandra Garner,Female,49,Regular,Canada,Montreal,69.2,35,2022-09-27,PRD-SFOZ,Dumbbells Set Adjustable,Sports,Gym Equipment,Logitech,4.5,4354,319,93.32,5,0,0.0,466.6,219.25,247.35,31.66,USD,PayPal,Paid,No,Express,9.34,13,Canada,USA-East,In Transit,2,Negative,Could be better,No,,Instagram,Mobile,Direct,46.3,9,No,93.0,53.01,Medium,No
ORD-9QNWF,2024-08-16 18:27:19.677156,2024,8,16,18,27,19,No,Completed,,CUS-ZC35L,Shelby Hansen,Female,39,Regular,Australia,Perth,31.2,35,2022-02-02,PRD-0RPK,Gaming Mechanical Keyboard RGB,Electronics,Smartphones,Fitbit,4.7,481,267,123.78,1,10,12.38,111.4,67.96,43.44,7.48,USD,Apple Pay,Paid,No,Express,20.93,3,Australia,Asia-Pacific,Delivered,5,Positive,Could be better,No,,Facebook,Desktop,Search,17.2,2,No,75.4,38.99,Medium,No
ORD-PGGD1,2025-06-24 20:45:13.692109,2025,6,24,20,45,13,No,Returned,Changed Mind,CUS-NUXVB,Noah Schneider,Male,34,Premium,United Kingdom,London,17.5,38,2022-11-23,PRD-6FTX,Dumbbells Set Adjustable,Sports,Sports Wear,Nikon,3.9,2816,509,247.31,2,0,0.0,494.62,284.94,209.68,26.62,USD,Apple Pay,Paid,Yes,Economy,23.79,4,United Kingdom,Asia-Pacific,Delivered,4,Positive,Could be better,No,,Organic,Tablet,Referral,34.2,20,No,84.6,42.39,High,Yes
ORD-QJ9JU,2024-09-11 05:49:04.384974,2024,9,11,5,49,4,No,Completed,,CUS-NX3ZT,Julie Ruiz,Female,29,Regular,Netherlands,Rotterdam,14.9,42,2024-07-01,PRD-A1WB,Jump Rope Speed,Sports,Outdoor,Anker,3.6,3991,146,215.87,2,15,64.76,366.98,280.44,86.54,23.19,USD,Bank Transfer,Paid,Yes,Standard,18.79,10,Netherlands,EU-Central,Failed,4,Positive,Average quality,No,,Organic,Desktop,Email,22.5,17,Yes,18.3,23.58,High,Yes
ORD-7UX7O,2026-01-17 10:20:29.982366,2026,1,17,10,20,29,Yes,Returned,Not As Described,CUS-QF64R,Vicki Foley,Female,75,Regular,Canada,Ottawa,72.0,40,2024-09-15,PRD-5DIX,Digital Blood Pressure Monitor,Health,Supplements,Fitbit,3.8,4168,529,183.52,3,20,110.11,440.45,277.89,162.56,22.78,USD,Credit Card,Paid,Yes,Standard,1.69,3,Canada,Asia-Pacific,Delivered,2,Negative,Not satisfied,No,,Instagram,Mobile,Email,58.5,2,Yes,60.5,36.91,Low,No
ORD-94X4G,2024-02-06 22:18:56.927799,2024,2,6,22,18,56,No,Completed,,CUS-YAP8A,Jeffrey Fuller,Male,44,Premium,Canada,Ottawa,85.9,45,2022-08-30,PRD-P5NQ,Casual Sneakers,Clothing,Accessories,Anker,4.8,4322,191,30.58,2,0,0.0,61.16,35.3,25.86,3.58,USD,Bank Transfer,Paid,No,Next Day,0.25,12,Canada,Asia-Pacific,Delivered,3,Neutral,,No,,Email,Desktop,Social,17.0,13,Yes,39.9,42.28,Low,No
ORD-J4ZK9,2025-07-21 15:36:15.925655,2025,7,21,15,36,15,No,Pending,,CUS-3BTN8,Frances Lowery,Female,42,Regular,Spain,Barcelona,84.5,45,2021-10-24,PRD-TXU3,Winter Jacket Waterproof,Clothing,Accessories,Apple,4.8,4713,859,37.47,3,5,5.62,106.79,72.36,34.43,6.32,USD,PayPal,Failed,No,Economy,5.92,2,Spain,UK,Delivered,1,Negative,Good value for money,Yes,CPN-W1W,Instagram,Mobile,Email,57.4,9,No,66.3,32.24,High,Yes
ORD-HO6SL,2025-12-29 07:31:00.012880,2025,12,29,7,31,0,No,Returned,Better Price Elsewhere,CUS-FP5KH,Amy Russell,Female,39,Regular,United States,Phoenix,29.4,36,2024-07-19,PRD-YSSH,Swimming Goggles,Sports,Gym Equipment,Lenovo,4.9,1829,953,87.26,2,15,26.18,148.34,78.18,70.16,8.61,USD,Credit Card,Paid,Yes,Express,5.89,7,United States,EU-Central,Delivered,3,Neutral,Excellent!,Yes,CPN-00U,Organic,Desktop,Direct,24.2,12,No,74.8,47.3,High,No
ORD-2WAJJ,2024-10-17 00:23:05.099601,2024,10,17,0,23,5,No,Cancelled,,CUS-HQ66F,Ashley Anderson,Female,58,Regular,Australia,Perth,28.4,14,2022-03-30,PRD-SO8I,Vitamin C Tablets,Health,Fitness,GoPro,4.1,4839,871,135.77,1,15,20.37,115.4,68.02,47.38,9.93,USD,Bank Transfer,Paid,Yes,Standard,4.88,7,Australia,USA-East,Failed,1,Negative,Excellent!,Yes,CPN-9GJ,Instagram,Tablet,Email,19.8,3,No,61.1,41.06,Medium,No
ORD-32YUN,2024-08-16 10:27:08.900619,2024,8,16,10,27,8,No,Completed,,CUS-TKCWG,David Little,Male,36,Regular,United States,Phoenix,25.8,34,2023-07-22,PRD-SCXE,Coffee Maker Automatic,Home,Appliances,Baseus,4.7,3676,551,148.41,3,10,44.52,400.71,273.69,127.02,32.48,USD,Bank Transfer,Paid,No,Economy,6.52,2,United States,EU-Central,In Transit,2,Negative,,No,,Email,Tablet,Direct,46.7,10,No,71.2,31.7,Low,Yes
